,header,contents,date
2838,"박인비, LPGA 투어 통산 20승 달성...박세리 이어 한국인 두번째", ,2020. 2. 17.
2839,파주 금병산(2022.4.2.),"서원밸리는 프로골퍼인 박인비 선수가 결혼식을 올렸던 곳이라고 한다. 암튼 골프장 외곽을 10여km 크게 한바퀴 돌며 서원밸리와 인근 파주 CC, 건국대 KU CC등 골프장의 멋을 좌우로 즐길 수 있다. 발랑리 경로당에 주차를 하고 백경수 가든 건너편 전차 도로를 따라 시나브로 올라가며 산행을...",2022. 4. 4.
2840,2022년 공동주택 공시가격 4월29일 결정.공시,"12일 현대건설(주) 에서 준공하였다 더펜트하우스청담 PH129 아파트에는 연예인 장동건. 고소영 부부와 골츠여제 박인비, 메가스터디 수학 1타 강사 현우진, 그리고 채승석 전 애경개발 대표이사 등 부와 명예를 거머쥐고 있는 유명인사 들이 다수 거주하고 있는 것으로 알려지고 있다",2022. 5. 2.
2841,LPGA 첫 메이저 대회 더 셰브런 챔피언십...,"우리 선수들은 짧은 비거리와 일관성 없는 샷으로 무기력한 경기력을 보이는 가운데 리더보드 상단에서 밀려나 하단을 장식하고 있는바, 박인비선수가 2타를 줄이고 지은희선수는 E 파, 양희영선수는 1타를 잃고 각 2언더 파로 37위, 최혜진선수는 타수를 줄이지 못하고 1언더 파로...",2022. 4. 3.
2842,"조아연-한진선 –6, 6.배선우-장하나 –5, 8.김효주-김지영2-박인비-이정은6 –4",◇KLPGA투어 제주삼다수 마스터스 1라운드 순위,2020. 7. 31.
2843,안녕하세요 ^^ 위례골프 골프킹아카미입니다. 한주의 시작 월요일 위례골프...,한국 선수 가운데서는 박인비선수가 유일하게 커리어 그랜드 슬램을 달성한 바 있죠^^ 전인지선수 화이팅~~!! 오랜만에 우리선수의 메이져 우승소식을 전해드려 기분이좋네요 ~ 위례골프 골프킹에서 준비한 소식은여기까지입니다. 위례골프 골프킹아카데미 많이 찾아주세요~~ 위례골프...,2022. 6. 27.
2844,"[LPGA]1.김세영 -4, 2.쿱초 -3, 11.전인지 -1, 14.박인비 E, 19.양희영 1...KPMG...",김세영이 한방 있네~,2020. 10. 10.
2845,LPGA투어 첫 메이저 대회 더 셰브런 챔피언십 제니퍼 컵쵸 우승 !,"챔피언 박인비선수는 3언더 파 285타로 34위를, 양희영,지은희선수가 2언더 파 286타로39위, 안나린선수는 1언더 파 287타로 44위, 지난 2019년 동 대회 챔피언이자 세계 랭킹 1위 고진영선수는 최종 E 파 기록으로 최운정선수와 함께 53위에 그쳤다. #최운정선수는 FR, Par3,17번홀(181Y)에서...",2022. 4. 4.
2846,"[LPGA] 유소연, 에비앙 챔피언십 첫날 '4언더파' 공동 4위...박인비는 공동 7위-스포츠W","'' 유소연은 13일(현지시간) 프랑스 에비앙레뱅의 에비앙 리조트 골프클럽(파71·6천479야드)에서 열린 대회 1라운드에서 버디 6개를 잡아냈고, 보기 2개를 범해 4언더파 67타를 기록, 나사 하타오카(일본), 브룩 헨더슨(캐나다)와 함께 공동 4위로 경기를 마쳤다. ※위의 사진을 클릭하시면 기사...",2018. 9. 14.
2847,[LPGA] 2022 HSBC 위민스 월드챔피언십,"사진: LPGA 페북 단체사진 박인비, 고진영, 김효주, 리디아고, 브룩헨더슨 ㅎㅎ 관전포인트라면...세계랭킹 1위 고진영선수의 올해 첫 출전 경기... 박인비 프로, 이 대회 2015,2017년 우승자이기도 합니다 두 번의 우승을 거둔 이 대회 코스에서 올해는 어떤 경기를 펼칠지... 다니엘 강 선수 올해...",2022. 3. 3.
2848,"PGA 투어 발스파 챔피언십 2022, 총상금 780만달러, 샘번스 연장전 우승 2연패달성.",#골프라운드#골프#골프장#골프여행#골프웨어#미국여자프로골프#골프코스#골프라운딩#골프클럽#LPGA#메이저참피언#LPGA신인왕#LPGA투어#세계랭킹1위#고진영#박인비#전인지#넬리코다제시카코다#양희영#김효주#김아림#탑10#이정은6#김세영#유소연#최나연,2022. 3. 21.
2849,유명 프로골퍼들의 닉 네임 영어로 뭐지,박인비의 별명은 침묵의 살인자(Silent Assasin)이다. LPGA투어 21승에 메이저 7승으로 세계 명예의 전당 헌액 자격을 갖추었고 45세 나이를 기다리고 있다. 언제나 감정 기복없는 포카페이스로 상대방을 제압하는 특유의 성격 때문이다. 현대 골프스윙의 이론을 완성시킨...,2022. 3. 22.
2850,월마트 아칸소 챔피언쉽 LPGA 박성현 박인비 김효주 최종순위 리더보더 우승, ,2019. 7. 1.
2851,"박인비, LPGA 투어 호주오픈에서 20승 달성 올림픽도 청신호(종합)", ,2020. 2. 16.
2852,HSBC위민스월드챔피언십3라운드 전인지단독선두,"5언더파,박인비선수도 한타를 잃어 4언더파를 기록했다ㆍ 태국의 아타야티티쿨이 2타를 줄여 9언더파, 파자리아난나루카른이 7언더파를... 브룩핸더슨스윙 #다니엘강#이정은6#박인비#양희영#김아림#고진영#HSBC위민스월드챔피언십#HSBC위민스월드챔피언십우승...",2022. 3. 5.
2853,"LPGA투어, 세계 랭킹 1위, 고진영의 거침없는 질주 ! (JTBC 클래식 프리젠티드...","이번 대회에 우리 한국 선수들은 23명이 출전 하고 있는데 고진영선수의 뒤를 이어 #최혜진 선수가 버디만 5개를 잡아내며 5언더 파 67타 를 기록 공동 3위를 마크하고 있으며, #디펜딩 #챔피언 #박인비선수는 1언더 파 71타를 기록하고 있다. 한편 루키 3인방중 최혜진에 이어...",2022. 3. 25.
2854,"전인지, KPMG위민스챔피언십 3Rㆍ 3타차 선두","출발한 신지은(31)은 3타를 줄여 김효주(27), 지은희(36), 김인경(34) 등과 공동 19위(이븐파)로 순위를 끌어올렸다. 이정은5(35)는 이븐파를 쳐서 세계 2위 넬리 코다(미국) 등과 공동 29위(1오버파), 박인비(34)는 1오버파를 쳐서 유소연(32), 이미림(31) 등과 공동 35위(2오버파)에 자리했다.",2022. 6. 26.
2855,[뉴스메이커] 전인지,특히 2015년에는 한 시즌 내 '한미일 메이저대회 우승'이라는 대기록을 써내며 박세리와 박인비의 뒤를 잇는 '메이저 퀸'으로 불렸죠. 하지만 기세는 계속되지 못했습니다. 계속된 부진에 기대가 컸던 일부 누리꾼들은 악플을 달며 전인지 선수를 궁지로 몰아넣었죠. 그럼에도 불구하고 그녀는...,21시간 전
2856,"힘없는 초보용, 중급자용 여성골프채 추천 !! 가성비 만족도 갑 요넥스 피오레아이언세트...",박인비선수가 사용을 하기시작하여 많은 사람들에게 인기가 많더라구요?? 근데 ㅋㅋㅋ 박인비선수가 사용하는건 남자용 스펙으로 편안하게 스윙을 하는 시리즈를 협찬받아서 사용하는거더라구요 ~ 여성분들이 열광하는 젝시오는 저한테는.. 별로 끌리지않더라구요?? 노놉 ! 가격때문에 망설인게...,2022. 6. 16.
2857,HSBC위민스월드챔피언십고진영우승,성공했고 박인비는 4타를 줄이며 8언더파로 대회를 마감했다ㆍ 오늘 마친 HSBC위민스월드챔피언십에서 관심을 모았던 고진영선수의 '연속 60대... 첫승 #혼다lpga타일랜드#태국시암cc #챔피언조 #아타야티티쿨 #파자리아난나루카른 #센토사골프클럽 #브룩핸더슨 #이정은6 #박인비#김아림...,2022. 3. 6.
2858,"KPMG 위민스 챔피언십 1R, 선두 전인지(-8)... 공동2위 최혜진, 공동6위 김세영 인터뷰","박인비, 271 (-9) 2019: Hannah Green, 279 (-9); 박성현, 280 (-8) 2018: 박성현, 278 (-10); 연장전 두번째 홀에서 버디로 유소연에 승, 연장전 첫번째 홀에서 Nasa Hataoka 탈락 2017: Danielle Kang, 271 (-13); Brooke Henderson, 272 (-12) 이외 한국인 우승: 박인비(2013, 2014, 2015), 박세리(1998, 2002, 2006) 대회...",2022. 6. 25.
2859,"고진영, 2.대니엘 강, 3.박성현, 4.넬리, 5.이민지, 6.김세영, 8.박인비","28세 늦깍이 조피아 포포프, 메이저우승으로 세계랭킹 24위로 껑충~인생역전",2020. 8. 26.
2860,"스폰스사, 아버지 고향 제주도 우승 기쁘다...최혜진 이정은6 -9 2위.박인비 -7","오지현 프로가 제주 삼다수 마스터스 우승후 인터뷰를 하고 있다. 오지현 프로(제주삼다수,고려대국제스포츠학과)가 12일 제주 오라컨트리클럽(파72)에서 열린 한국여자프로골프(KLPGA) 투어 제주 삼다수 마스터스(총상금 6억원) 최종 3라운드에서 4언더파 68타를 기록했다. 최종합계...",2018. 8. 12.
2861,전인지 우승 KPMG 위민스 PGA 챔피언십 우승상금 학력 프로필 캐디,"[한국 선수들 경기 결과] 김세영, 김효주, 최혜진 최종합계 1언더파 287타로 공동 5위 지은희 최종합계 이븐파 288타로 공동 10위 최운정 최종합계 1오버파 289타로 공동 16위 김인경 최종합계 2오버파 290타로 공동 21위 박인비, 이정은, 신지은 최종합계 3오버파 291타로 공동 25위 세계 랭킹 1위...",2022. 6. 27.
2862,박인비 드라이버,빈틈없는 스윙,2018. 10. 23.
2863,"파주 서원힐스, 풍경이쁘고 잔디좋으나 APL 불가","다시 카트로 가는 불편함 없게 유용하게 사용. (바닥이 얼어서 이동식 고무 골프티를 썼기 때문에 18홀 내내 숏티만 사용했다) 사진에서도 보이겠지만 APL 지원이 되지 않아서 보이스캐디 T8을 그린에선 잘 사용할수 없었다. 박인비 선수가 결혼식 했다는 서원밸리. 승마장, 골프장 결혼은 정말 로망이다",2022. 3. 11.
2864,"명품스윙, KLPGA 투어 톱랭커 오지현 드라이버 스윙, KLPGA 메이저챔피언 오지현.","3., 소속사 갤럭시아SM 소속팀 대방건설 골프단 데뷔 2013년 KLPGA 입회 학력사항 고려대학교 국제스포츠학부 대방건설 골프단 KB금융그룹 사진자료 SBS Golf tv 수상내역 2021 KLPGA 투어 제주삼다수 마스터스 우승 2020 KLPGA 투어 오렌지라이프 챔피언스트로피 박인비 인비테이셔널...",2022. 3. 26.
2865,박인비·미컬슨 ‘최애’ 골프채▷압도적인 기술력 보유골프용품 전문 업체 캘러웨이는...,http://naver.me/5pNyH2nQ,2021. 5. 31.
2866,전 골프 선수 박세리 성수동 집 공개…대형 스크린 티비 팬트리 눈길·대전 집 위치? 나이...,"2016년 리우데자네이루 올림픽 골프 종목 국가대표팀 감독으로 박인비의 금메달 획득에 기여하기도 했다. 그는 한화 약 140억 원의 골프 우승 상금을 받은 것으로 알려졌다. 이에 그는 ""선수는 상금보다 스폰서 계약금이 더 크다""고 밝힌 바 있다. 한편 박세리 차는 제네시스 GV80로 골프 황제...",2022. 6. 25.
2867,"[방탄소년단 뷔] 배우 강동원님, 파친코 총괄PD 테레사 강님과 사진 찰칵","알고보니 프로골퍼 다니엘 강, 알렉스 강 남매와 전인지, 박인비 선수 등 프로골퍼들이 방탄소년단 콘서트에 함께했어요! 골프영재 김태형군의 인맥일까요? 궁금궁금 ++ 22.04.13 올라온 인스타스토리!! 거창동생, 거창형 라스베가스에서 열린 마이클 잭슨 원 쇼 (Michael Jackson One Show)를...",2022. 4. 11.
2868,2022 LPGA HSBC 위민스 월드 챔피언십 중계방송 등,"2009년 신지애 선수가 우승을 하고 줄곧 우승이 없다가 박인비 선수가 2015년 우승을 하면서 한국 선수의 우승 기차가 출발하였습니다. 2018년 미셸 위 선수의 우승만 빼고 한국 선수가 계속 우승을 하였습니다. 2016년 장하나, 2017년 박인비의 두 번째 대회 우승, 2019년 박성현, 2021년 김효주...",2022. 3. 2.
2869,"HSBC 위민스 월드 챔피언십 개막. 한국선수 출격, 디펜딩챔피언 김효주,세계랭킹 1위...","박상현, 박인비, 양희영, 유소연, 이정은, 이정은6, 전인지, 제니신, 최운정이 출전합니다. #골프라운드#골프#골프장#골프여행#골프웨어#미국여자프로골프#골프코스#골프라운딩#골프클럽#LPGA#메이저참피언#LPGA신인왕#LPGA투어#세계랭킹1위#고진영#박인비#전인지#넬리코다#제시카코다...",2022. 3. 1.
2870,박인비 스윙 분석,https://youtu.be/tNmTKPgjL-8,2018. 10. 20.
2871,"[LPGA]1.김세영 -7, 2.헨더슨-안나 -5, 4.박인비 -4, 5.비앙카 -3, 11.전인지 E, 16....","겜세영, LPGA투어 첫 메이저대회 우승 바짝~",2020. 10. 11.
2872,"단독 선두 질주 전인지 ""남은 이틀은 즐기려고요.""","그린 밖에서 시도한 박인비의 칩샷은 홀을 돌아 들어가며 버디가 됩니다. 스타들의 명품 샷이 연출된 메이저대회, 위민스 PGA 챔피언십에서 전인지가 이틀 연속 선두를 달렸습니다. 전인지는 2라운드에서 버디 4개를 잡고 보기는 한 개로 막아 3타를 줄였습니다. 첫날 8언더파의...",2022. 6. 25.
2873,청담동 ph129 빌라전세 펜트하우스 라이프 기대만발,"골프여제 박인비님까지 각 업계에서 내로라하는 유명인사들이 거주하고 있어 더욱 눈길을 사로잡고 있답니다 지금 이곳에 살고 있는 이분들과 같은 세계에 살고 있는 당신이라면, 꼭 한번 살아봐도 좋은 청담동 최상의 빌라 전세기회를 고급부동산 전문 회사 로덴에서 확인해보실 수 있으니~ 지금...",2022. 2. 21.
2874,", 박인비, 박희영* 9:25 p.m., 곽민서 9:58 p.m.*, 전지원, 최운정* 내일 새벽 1시...","安寧하십니까? 2020年 9月 30日(水) 午後 3時 22分입니다. 코로나 바이러스 以後 처음으로 王정훈(世界 380位)이 유럽으로 갔습니다. 딱 스물 네 時間 後인 來日 午後 3時 57分, 노스 버윅, 르네상스...",2020. 10. 1.
2875,JTBC 클래식 프리젠티드 바이 바바솔 대회 태국 아타야...,"뒤를 이어 세계 랭킹 1위 고진영선수가 4타를 줄여 최종 14언더 파274타로 공동 4위를, 디펜딩 챔피언 박인비선수도 FR에서 4타를 줄여 최종 11언더 파 277타로 공동 8위를, 양희영선수도 FR에서 4타를 줄이며 최종 10언더 파 278타를 기록하며 공동10위에 올랐으며, 그외 루키 3인방중...",2022. 3. 28.
2876,"[ANA 영감 제3일] 파티 타바타나킷 -14, 이미림, 앨리 유잉 -9, 펑샨샨 -8, 박인비, 찰리...","안녕하십니까? 2021년 4월 3일(토) 밤 7시 27분입니다. (8:43) 아내가 돌아왔습니다, 사람 만나고... 아홉 시부터 줌 회의랍니다... (4일, 일, 새벽 2시 13분) 일어나서 이빨을 닦았습니다. 비 때문에 오늘 산보는...",2021. 4. 4.
2877,우승상금 17억 5천 LPGA 메이저 대회 KPMG위민스PGA챔피언십 개막(+조편성),"첫번째는 2013~2015년 이 대회를 3연패한 박인비 선수와 디펜딩 챔피언 넬리 코다, 2016년 우승자 브룩 헨더슨이 23일 오후 8시 33분(한국시간)... 자신보다 30야드 이상 멀리 치는 코다와헨더슨과 달리 정교함으로 승부하는 박인비 선수는 장타자인 이들과 만만치 않은 경쟁을 펼치게 됐습니다....",2022. 6. 23.
2878,"메이저 퀸 김아림, 세계여자골프랭킹 30위로 껑충...1.고진영, 2.김세영, 3.박인비...",김아림이 US여자오픈에서 우승하더니 금방 세계랭킹 30위로 껑충~,2020. 12. 16.
2879,"[세계여자골프랭킹]1.고진영, 2.김세영, 3.넬리, 4.대니엘, 5.박인비, 9.박성현, 10....",김세영이 고진영 제치고 세계랭킹 1위 하려나~,2020. 11. 24.
2880,"[NW 아칸사스 선수권 최종일] 김효주(H9) -17, 박성현(H9), 허미정(H15), 박인비(H12) -14....","安寧하십니까? 2019年 7月 1日(月) 새벽 3時 58分입니다. NW아칸사스 選手權 最終日, 許미정(H10, -14, T1), 金효주(H5, -14, T1), 朴成炫(H4, -14, T1)이 다니엘라 다퀘아(H6, 에콰도르, 24살)와 불을 뿜고 있습니다....",2019. 7. 1.
2881,"김효주 제친 ‘11위’ 박인비, 2020 도쿄올림픽 보인다…이정은6과 0.31점 차",https://dailyfeed.kr/33251df/158210730812,2020. 2. 19.
2882,JTBC 클래식 2라운드 : 고진영선수가 갑자기 부진한(?) 이유,박인비선수 첫째날보다 2라운드가 좋은데요? 내일 3라운드에도 분위기타서 4라운드에서 고진영선수와 같이 플레이하는 모습을 기대합니다. https://m.blog.naver.com/insung1214/222683044279 JTBC 클래식이 열리고 있는 캘리포니아주 칼즈배드의 아비아라cc 에서 한번 라운딩해 보고 싶습니다. 골프장...,2022. 3. 26.
2883,", 박인비 9:16 p.m., 이미림, 양희영 9:27 p.m., 김세영 9:49 p.m., 신지은 金(9일)...","安寧하십니까? 2020年 10月 6日(火) 午後 4時 51分입니다. (4:58) ""Standing ovation becomes standard."" (to Jack Nicklaus)...Has Made Cut In /30 of 33 Appearnces...6 Time Champion, 4 Time Runner-Up, 21 Top 10 Finishes...Masters' Record 61 Sub Par Rounds...",2020. 10. 7.
2884,HSBC위민스월드챔피언십1라운드 고진영 공동5위,"다니엘강과 박인비,김아림선수가 4언더파로 그 뒤를 이었다ㆍ 양희영선수도 3언더파로 무난하게 출발하였다ㆍ 디펜딩챔피언 김효주는... 바램이다ㆍ #다니엘강#디펜딩챔피언김효주#박인비#양희영#김아림#고진영#HSBC위민스월드챔피언십1라운드#HSBC위민스월드챔피언십우승자박성현...",2022. 3. 3.
2885,"명품스윙, 박현경 드라이버 스윙, KLPGA 메이저 챔피언 박현경 프로.",소속사 갤럭시아SM 소속팀 한국토지신탁 골프단 학력 한국체육대학교 데뷔 2018년 KLPGA 입회 수상내역 2021 KLPGA 투어 크리스 F&C 제43회 KLPGA 챔피언십 우승 2020 KLPGA 투어 오렌지라이프 챔피언스트로피 박인비 인비테이셔널 우승 2020 KLPGA 투어 아이에스동서 부산오픈 우승 2020...,2022. 3. 23.
2886,[세계여자골프랭킹]1.고진영 2.넬리 3.이민지 4.리디아 5.티티쿨 9.컵초↑ 26....,59(1↓) 11.박인비(한국) 4.46(1↓) 12.김세영(한국) 4.21(1↓) 13.대니엘 강(미국) 4.06(1↓) 14.제시카 코다(미국) 3.89(1↑) 15.패티 타바타나킷(태국) 3.89(2↓) 16.유카 사소(일본) 3.65(2↓) 17.레오나 매과이어(아일랜드) 3.59(8↑) 18.박민지(한국) 3.54(1↓) 19.셀린 부티에(프랑스) 3.37(1...,2022. 6. 21.
2887,168억 9000만원 기록한 공동주택 공시가격 1위 더펜트하우스청담 PH129,"고소영 부부와 골츠여제 박인비, 메가스터디 수학 1타 강사 현우진, 그리고 채승석 전 애경개발 대표이사 등 부와 명예를 거머쥐고 있는 유명인사 들이 다수 거주하고 있는 것으로 알려지고 있다 데펜트하우스청담에 뒤를 이어 공시가격 2위를 차지한 곳은....? 용산구 한남동에...",2022. 3. 28.
2888,"""박씨는 다 친척이냐"" 박인비도 절레절레, 美언론의 황당 질문 //// 다 알면서...",https://mnews.joins.com/article/24088719,2021. 6. 23.
2889,"김세영-노예림 -1, 20.이정은6-신지은-김아림 E, 29.고진영-박인비-최혜진 +1",믿을만한 선수는 김세영밖에 없네~,2020. 12. 12.
2890,'홀인원' 을 외칠뻔한 박인비의 놀라운 티샷! 주요장면보기,http://sports.news.naver.com/golf/vod/index.nhn?uCategory=golf&category=lpga&id=565497&redirect=true,2019. 7. 27.
2891,퍼팅은 머니! 라이 잘보고 거리맞추는 비결,박인비프로 1. 퍼팅 라이 읽는 법 계속해서 그린의 경사를 눈으로 확인하여 스스로 라이를 읽을 수 있도록 연습한다. ▶① 공 뒤에서 좌측 우측 어느 곳이 높은지 판단한다. 좌측이 높구나 확인 ▶② 그러면 우측으로 가서 라이를 봅니다. 공과 컵을 잇는 삼각형 꼭짓점 부분에서는 경사도가 얼마나...,2022. 6. 16.
2892,", 박인비, 박희영* 9:25 p.m., 곽민서 9:58 p.m.*, 전지원, 최운정* 내일 새벽 1시...","安寧하십니까? 2020年 9月 30日(水) 午後 3時 22分입니다. 코로나 바이러스 以後 처음으로 王정훈(世界 380位)이 유럽으로 갔습니다. 딱 스물 네 時間 後인 來日 午後 3時 57分, 노스 버윅, 르네상스...",2020. 10. 1.
2893,"메간강 -1, 박인비 E, 김효주, 엔젤인, 스타크(a) +1...고진영 +3, 류소연, 김세영 +4...","안녕하십니까? 2021년 6월 6일, 일, 현충일, 아침 9시 9분입니다. 오랫만에 일찍 교회를 갈려고 합니다. 이정은6가 스스로 무너져서 텔레비전을 꺼버렸더니 할 일이 없어졌습니다^^. (10:32) 교회에 왔습니다....",2021. 6. 6.
2894,"미사골프-GDR하남미사3호점 ""KPMG 여자 PGA챔피언십 와이어투와이어 전인지우승...","도전한 박인비(34)는 공동 25위를 차지했다. 세계랭킹 1위 고진영(27)은 공동 30위를 기록하며 우승 도전을 다음 대회로 넘겼다. 이 대회에서 한국 선수는 총 9승을 거뒀다. 우승한 선수는 총 다섯 명으로 박세리(1998, 2002, 2006), 박인비(2013, 2014, 2015), 박성현(2018), 김세영(2020) 그리고...",2022. 6. 27.
2895,"2022 젝시오엑스 드라이버 사용후기, 시타 리뷰 : 드라이버 스트레스 날려버리자","그래서 우리 #박인비 프로가 말씀하신 것처럼 뭐 그렇게 어려운 클럽 선택하셔서 스트레스 받으면서 자신을 힘들게 하고 계시냐, 그냥 #젝시오 치셔라 고 하는 #드라이버 가 바로 2022년 출시된 #젝시오엑스 드라이버 입니다. 젝시오엑스 드라이버는 지난 매경엑스포의 젝시오부스에서 젝시오엑스...",2022. 6. 20.
2896,"혼다 LPGA 타일랜드 1라운드, 이정은, 양희영 6언더파, 전인지 4언더파.",#골프라운드#골프#골프장#골프여행#골프웨어#미국여자프로골프#골프코스#골프라운딩#골프클럽#LPGA#메이저참피언#LPGA신인왕#LPGA투어#세계랭킹1위#고진영#박인비#전인지#넬리코다제시카코다#양희영#김효주#김아림#탑10#이정은6,2022. 3. 10.
2897,"[LPGA]1.에스더-안나-재키 -7, 4.김세영 -6, 15.박인비-전인지-신지은-이미향......",역시 '빨간바지' 김세영~이어라,2020. 8. 29.
2898,"[리버티코리아포스트] 박인비, LPGA 통산 20승...상금 1위 올림픽 2연패 도전", ,2020. 2. 17.
2899,2022 KPMG 위민스 PGA 챔피언십 1R,김인경(-1) T15. 고진영(E) T15. 박인비(E/13-15년도 챔피언) T15. 최운정(E) T30. 이정은5(+1) T30. 이미림(+1) T30. 김효주(+1) T50. 안나린(+2) T50. 지은희(+2) T50. 신지은(+2) T72. 박성현(+3) T104. 강혜지(+5) T115. 이정은6(+6) T115. 유소연(+6) T115. 양희영(+6) T139. 홍예은(+8),2022. 6. 24.
2900,"KLPGA,2022시즌 개막전 롯데렌터카 여자오픈 1R 결과, 김해림 단독선두","《※KLPGA 영구시드권 자격은 2020년까지는 KLPGA,LPGA,JLPGA,LET 투어 통산 20승 이상, 2021년 부터는 30승 이상 선수에 한해 자격이 주어지는데, 2021년 현재 대상자는 박세리,신지애,박인비, 안선주,이보미,이지희,전미정등 7명이다》 KLPGA투어 시즌 첫 개막전 경기에는 총120명이 출전하고...",2022. 4. 7.
2901,"JTBC 클래식 프리젠티드 바이 바바솔 2R 경기 결과 (최혜진,안나린선두권 도약)","루키 3인방 가운데 최혜진,안나린선수의 선두권에 이어 #홍예은선수는 2R에서 1타를 잃고 E 파를 기록하며 턱걸이 #CUT 통과에 성공했으며, 디펜딩 챔피언 박인비선수는 버디 5개,보기 1개를 잡아 내며 4타를 줄여 5언더 파로 공동 9위를 마크 하고 있다. 초청선수로 출전하고 있는...",2022. 3. 26.
2902,100억짜리 갭투자 추천,부부 박인비 선수도 사는 국내 최고가 아파트가 무피 갭투자 가능합니다 매매가 90억!!! 전세도 90억!!! 아마 같은 집이겠지요 매도인 측은... 거 PH129사기 딱 좋은 날씨네~ ~절대로 투자 추천 매물이 아닙니다 저런 것 잘못사면 바지벗고 빤스벗습니다 #PH129 #장동건고소영아파트 #박인비아...,2022. 6. 3.
2903,힐튼 그랜드 베케이션스 토너먼트 오브 챔피언스3라운드 넬리코다선두,"한국의 박인비는 오늘 2타를줄이며 8언더파로 제시카코다와 함께 공동7위를 마크해 내일 힐튼그랜드 베케이션스 토너먼트오브... 브룩핸더슨 ,유카사소,박인비등이 역전 우승을 차지할지 궁금해집니다ㆍ 한편으로 중간순위 김아림을 비롯한 박희영,이미림도 마무리 잘해주기를 기대합니다ㆍ...",2022. 1. 23.
2904,"[LPGA]1.그린-클랜턴 -6, 3.노예림 -5, 12.양희영 -3, 23.박인비-이미림 -2, 57....",메이저 퀸 이미림이 2주 연속 우승할까,2020. 9. 19.
2905,"태국 여자 골프 중심, 아리야 주타누간","연발하며 박인비에게 우승을 내줬다. 어마어마한 장타의 아리야 주타누간이 이로부터 다시 우승하는데 3년의 시간이 걸렸다. 루키 시즌부터... 일본의 오카모토 아야코, 한국의 신지애, 최나연, 박인비, 대만의 청야니에 이어 아시아 선수로는 6번째로 LPGA 상금왕에 올랐다. 동남아 선수로는...",2022. 4. 1.
2906,[세계여자골프랭킹]1.고진영 2.김세영 3.넬리 4.대니엘 5.박인비 9.박성현(1↓) 10....,"하나금융그룹 챔피언십 우승한 안나린, 세계여자골프랭킹 77위로 도약했네요~",2020. 11. 10.
2907,"T3: 박인비, 6위: 류소연, T7: 전인지, T12: 양희영, T21: 이정은6, T24: 고진영, T28...","우승(-17): 김효주 $240,000, 공동 3위(-15): 박인비 $86,487, 6위 (-12, 더블 보기의 여유): 류소연 $55,161, 공동... 박인비가 후반 파5 홀인 13, 16번 홀에서 모두 보기를 하였는데 퍼트 하나가 $62,775, 7천만원 짜리입니다. (5...",2021. 5. 3.
2908,"박인비 “흠잡을 데 없는 고진영, 또 다른 한국 여자골프 역사”", ,2019. 8. 9.
2909,"우리들의 부르스 시즌1(1화~2화, 2022)","입스(YIPS)와 스윙 교정을 위해 박인비를 가르친 스티브 코치에게 희망을 걸고 있다. 최한수는 제주로 전근 후 친구들을 만난다. 은행 부하직원인 동창친구 명보 팀장은 동창 은희는 부동산과 현금부자이나, 은행상품을 관심이 두지 않는다고 귀띔한다. 은희와 한수는 학창시절 목포...",2022. 4. 13.
2910,골프 슬라이스 잡아봅시다 2탄,그리고 골프를 포기하고 싶었던 박인비 프로가 스윙의 숨겨진 비밀을 알고 난 후에 세계 1위 선수가 되었다는 것과 스윙을 잘 배워 어린 나이에 세계 1위가 됐던 리디아 고가 선생을 바꾸고는 나락으로 떨어졌던 일들을 어필한 바 있습니다. 성적이 잘 나온 그룹과 잘 나오지 않은 그룹의 차이가...,2022. 6. 26.
2911,HSBC 위민스 월드 챔피언십,"위의 중간순의를 보면 박인비, 타바타나킷, 데니얼강, 김어림, 리디아고 선수들이 상위권에 포지션하고 있습니다. 박인비선수 파3홀에서 셋업과 동시에 에이밍을 하고 있는데요, 과거에도 성적이 좋었던 HSBC 챔피언깁이라서 오늘 컨디션 좋아보입니다. 박인비 선수가 소렌스탐선수처럼...",2022. 3. 3.
2912,2022 LPGA 중계 HSBC 위민스 월드 챔피언십 일정 채널 대회 장소 한국 선수 우승상금...,"한국 선수 : 박인비, 김효주 김세영, 박성현, 고진영, 이정은6, 양희영, 전인지, 김아림, 이정은, 유소연, 신지은, 최운정 (총 13명) HSBC... 2015 박인비 대한민국 66-69-68-70 = 273(-15) 2016 장하나 대한민국 70-66-68-65 = 269(-19) 2017 박인비 대한민국 67-67-71-64 = 269(-19) 2018 미셸 위 미국 67-73-66-65...",2022. 3. 4.
2913,"제니퍼 컵초 우승, 한국 선수 전원 톱10 진입 실패 : LPGA 투어 마이어 클래식","고진영은 1위 자리를 지키고 있지만 박인비가 10위 밖으로 밀려나 11위. 박인비가 10위 밖으로 밀려난 것은 2020년 8월 이고후 약 22개월 만입니다. LPGA 투어 마이어 클래식에서 우승한 제니퍼 컵초가 16위에서 7계단 상승하여 9위가 되면서 박인비, 김효주, 김세영이 한 계단씩 밀려나게...",2022. 6. 22.
